OCR.error,Total.error.detected,Error.after.correction,before.recall,before.precision,after.recall,after.precision
443,124,411,0.88353581901969,0.9049560180218837,0.8902387934645999,0.9083137422526181
1002,341,883,0.8970701027764995,0.9210899354229013,0.906197269519865,0.9278310036123764
679,207,618,0.8920223577235772,0.9118296325152577,0.8997713414634146,0.9177247991707697
418,147,377,0.9029669714498973,0.9204869697546129,0.910617652547117,0.9249431387414708
574,190,527,0.9098303183284252,0.918719909374115,0.9164212592904221,0.9186111892043857
667,206,613,0.903261001333495,0.9178369056417837,0.9098072493635592,0.9228971962616822
445,134,432,0.9133435582822086,0.9145709349203301,0.9158358895705522,0.9165387567152724
1568,419,1486,0.9046974780820435,0.9142466502597758,0.9091351877908864,0.9194351704887527
242,72,220,0.8895705521472392,0.9106021425932767,0.8975099242150848,0.9140022050716649
667,209,586,0.9117370892018779,0.9209247184350918,0.9212441314553991,0.9279971624497517
1018,373,922,0.909255487666893,0.9221236230110159,0.9164969450101833,0.9286151024151635
806,214,747,0.914255503220225,0.9218765144906466,0.9199269441507257,0.9249057697883445
1354,533,1309,0.9144987572493787,0.9244039975434091,0.9169842584921293,0.9289911029041464
1496,426,1384,0.9148832947010943,0.9189950184102231,0.9209207050832839,0.9237590569914567
2290,683,2100,0.903675908047652,0.9154825613581842,0.910597835986739,0.9214067165554614
918,307,936,0.9078237410071942,0.9166439662217379,0.906205035971223,0.9210309843707156
1203,394,1100,0.9110562877361553,0.9210422683118928,0.9177432967603714,0.9270116073185127
1598,534,1433,0.9130922207057905,0.9214008164871379,0.9211347241177618,0.9258279443464629
1505,567,1328,0.90599203651549,0.9253583296136487,0.9145867728464602,0.9306749678822018
967,372,855,0.8818930383431756,0.9164217804667243,0.891208517009066,0.9215618818267824
1091,411,943,0.89329517579722,0.9231744243363144,0.9033796674843282,0.9301901354100891
2688,1026,2359,0.8991048951048951,0.9228273664264592,0.9083076923076923,0.9300034368197961
1284,502,1234,0.9195124629405952,0.928793256433008,0.9222576040408477,0.9332222222222222
1575,437,1442,0.9189541222441989,0.923632660977502,0.9253702542331999,0.9284158559605054
2017,545,1866,0.9130295378942728,0.9186627953867247,0.9190813995431045,0.9232627425718657
1538,453,1464,0.9003967549002191,0.9081407155229051,0.9047788239474152,0.913651856724272
1208,471,1075,0.9040164778578785,0.9159652173913043,0.9131479574322005,0.9193336559065459
1917,700,1758,0.9126371878479402,0.9229129805372366,0.9189597582312709,0.9283361452558849
1991,632,1777,0.8882919281354766,0.9121281666519552,0.8974898994240522,0.9187346004927842
1405,527,1378,0.9077076854731231,0.9208495296039659,0.909207019102621,0.9261794320624505
1959,661,1810,0.9143362831858407,0.922280409426327,0.920196656833825,0.9299626361395977
2113,612,1960,0.9062525114522222,0.9143355225816914,0.9124005464920035,0.9185275080906149
1779,524,1625,0.8995697291824855,0.909002557544757,0.9073652239939256,0.9132827227798441
1359,377,1280,0.8940953412784398,0.9066813156629815,0.8994447453954496,0.9119181655911026
1177,495,1023,0.8872939169982945,0.9138549366903316,0.8982376350198976,0.921081396196167
1315,551,1114,0.894825191016439,0.9216048646715155,0.9064598286640426,0.9289358168228734
2677,914,2417,0.8957880891934054,0.9162469104902543,0.9037408619582173,0.9234567901234568
1143,444,1092,0.8917250468197268,0.9183513108079149,0.8952625372823749,0.9254319925431993
1323,454,1229,0.9188633077521966,0.9258657402218985,0.9240907574240907,0.9303510441744584
1682,558,1557,0.9127113512506405,0.920947501997462,0.9185336997531324,0.9235236266566759
1959,612,1766,0.9049760319009036,0.9158938691396188,0.9131633648665847,0.9215291750503019
3357,1149,2982,0.895266987414974,0.9183827283557414,0.904154717607186,0.9252953018506391
1368,505,1300,0.9165487977369166,0.9274809160305344,0.9201110587249202,0.9343050162242672
1803,566,1649,0.9106115818588928,0.9200230660042583,0.9173727883391141,0.9250077471335606
1826,499,1724,0.9128749945574085,0.9198841698841699,0.9173161492576305,0.9234680459367055
1188,374,1066,0.8914157366463115,0.9144585253456221,0.8999789429353549,0.9186787991688758
1416,539,1223,0.8963941369893552,0.9190857142857143,0.9071504207769047,0.9250923557828928
1963,667,1787,0.9136415592605731,0.9219265799626138,0.9205786133774783,0.9269357463190062
1920,631,1698,0.9000039902637564,0.9215526046986721,0.9088623758030406,0.9259319484531892
1933,595,1769,0.9145141943222711,0.9220721628703891,0.9210715713714515,0.9270020120724346
1617,450,1512,0.9083566167132334,0.9170684172735665,0.9136906273812547,0.9217444780402808
1675,494,1505,0.8954167491585825,0.9152585247394516,0.9038309245693922,0.9191624301605678
1342,479,1329,0.9135054844606947,0.9225709669974613,0.9142481718464351,0.9291105434277752
1416,433,1296,0.9139348755618901,0.9217160548429898,0.9205131016335928,0.9278886003204951
1510,424,1416,0.9101026936932093,0.9180994738840376,0.9151567288563901,0.921548456957228
918,342,809,0.9002170941545389,0.924219910846954,0.9089812655785158,0.931065722286279
1563,427,1457,0.9153115520413745,0.9217286794531524,0.9205828236113183,0.9253686578355411
2200,538,2037,0.8951595303565972,0.903122110176582,0.9022740168478024,0.9083000131815985
1756,521,1614,0.9161210405238011,0.9218304843304843,0.92240311449301,0.9260493004663558
1656,553,1517,0.889156500340332,0.9111492649425904,0.8964343682915336,0.9182622687047466
1979,561,1808,0.9098668626970514,0.9184186660070904,0.9168504451523319,0.921895532194481
1710,503,1571,0.9105009137341268,0.9191145168156662,0.9170141980225857,0.9231132075471699
1417,402,1290,0.9145666541292784,0.9231478468380518,0.9213905754661221,0.9266183940343672
1383,348,1291,0.9071979895889427,0.9164097914777879,0.9127026865314426,0.9211352657004831
1499,438,1374,0.9074765849168968,0.9179124911012541,0.9142439499756375,0.9244033282242172
1293,418,1266,0.9151053864168618,0.9235951072504875,0.9166861826697892,0.92738257418705206
1617,439,1517,0.9091716749412072,0.9149573998106658,0.9143977005487327,0.9203134862192299
1786,532,1647,0.908711667332357,0.9197736052466086,0.9148803976390183,0.9250201920488199
1732,546,1582,0.8901153294065238,0.9121481105757038,0.8975399693114884,0.9187778678556952
1961,648,1755,0.8967002634770608,0.916203743269806,0.9053155451465853,0.9231917434322757
2017,607,1849,0.9061954261954261,0.9152912519423796,0.9131808731808732,0.920182679012863
2022,573,1913,0.906272228963555,0.914615092268063,0.9108330892505963,0.9194508975712777
1927,593,1761,0.9012006112202576,0.9146173955425584,0.9084479371316306,0.917581690699828
2658,857,2374,0.8937853107344633,0.9146270957795336,0.9026993094789705,0.9202611032893895
