OCR.error,Total.error.detected,Error.after.correction,before.recall,before.precision,after.recall,after.precision
192,79,200,0.613682092555332,0.613682092555332,0.5975855130784709,0.5975855130784709
2358,871,2310,0.5664852255054432,0.552731411229135,0.5758164852255054,0.5618361153262519
2555,921,2516,0.5574585635359116,0.542278753135077,0.5646408839779006,0.5492654962379075
418,124,419,0.6002066115702479,0.5815815815815816,0.5991735537190083,0.5805805805805806
1060,341,1069,0.584250635055038,0.5655737704918032,0.5804403048264183,0.5618852459016394
663,207,676,0.5685997171145686,0.5480572597137015,0.5594059405940595,0.5391956373551465
436,147,441,0.6021825396825397,0.5819750719079578,0.5972222222222222,0.5771812080536913
505,190,522,0.6504646175839885,0.6431095406360424,0.63831308077198,0.631095406360424
588,206,609,0.6351263771872975,0.625,0.6215165262475697,0.6116071428571429
328,134,335,0.659043659043659,0.659043659043659,0.6517671517671517,0.6517671517671517
1309,419,1322,0.6281609195402299,0.6254649499284692,0.6244252873563219,0.6217453505007153
193,72,190,0.6125760649087221,0.6101010101010101,0.6186612576064908,0.6161616161616161
542,209,560,0.6852704257767549,0.6872475476053087,0.6749136939010357,0.676860934795153
895,373,932,0.6524341580207502,0.6462450592885376,0.6376695929768555,0.6316205533596838
671,214,708,0.6716716716716716,0.6666666666666666,0.6531531531531531,0.6482861400894188
1127,533,1219,0.6713780918727915,0.6692104490754329,0.6442873969375736,0.6422072204285295
1198,426,1221,0.6319657072872015,0.6327406499080319,0.6249234537660747,0.625689760882894
1962,683,1958,0.6192170818505338,0.6148409893992933,0.620007908264136,0.6156262269336474
743,307,787,0.6248715313463515,0.6207248596222562,0.6022610483042138,0.5982644206227667
996,394,996,0.6589972527472527,0.6583190394511149,0.6589972527472527,0.6583190394511149
1233,534,1261,0.6576901721265963,0.6576901721265963,0.6499167129372571,0.6499167129372571
1532,567,1577,0.6225815001325206,0.6052563772223654,0.610654651470978,0.5936614274671477
1127,372,1163,0.5304136253041363,0.4916553901668922,0.5128953771289537,0.4754172304916554
1204,411,1194,0.5523809523809524,0.5256107171000788,0.5565217391304348,0.5295508274231678
2780,1026,2827,0.6089018048332824,0.5888182221564857,0.6017130620985011,0.5818665877828724
1069,502,1148,0.6757894736842105,0.6776236429433052,0.65203007518797,0.6537997587454765
1226,437,1288,0.6803129074315515,0.6803129074315515,0.6641460234680574,0.6641460234680574
1562,545,1581,0.671227110082088,0.671227110082088,0.6672279520101031,0.6672279520101031
1196,453,1224,0.6042996305005038,0.6006677796327212,0.5948941887806517,0.5913188647746244
1094,471,1067,0.5905631659056316,0.5865457294028723,0.6008371385083714,0.5967498110355253
1604,700,1625,0.6535059331175836,0.6537880423052018,0.648975188781014,0.6492553421109433
1897,632,1882,0.5754015823543515,0.5585292064230859,0.5789978422440661,0.5620200139632302
1221,527,1307,0.6359005094396164,0.6347591983248579,0.6101288582559184,0.6090338019742746
1578,661,1604,0.6805807622504537,0.681405208964264,0.6753377697116354,0.6761558651322431
1672,612,1725,0.6401700318809777,0.6430401366353544,0.6289054197662062,0.6317250213492741
1389,524,1406,0.6169277273976367,0.6177765547605943,0.6122561143171201,0.6130985140341222
1090,377,1091,0.5965665236051502,0.5838106147384498,0.5961763558330082,0.5834287896143566
1200,495,1228,0.5688836104513064,0.5449374288964732,0.5577988915281077,0.534319302237391
1445,551,1448,0.5877525252525253,0.5630480798306622,0.5868055555555556,0.5621409132143937
2548,914,2612,0.5996991475848237,0.5847457627118644,0.5890021728229985,0.5743155149934811
1189,444,1262,0.5756630265210608,0.5538461538461539,0.547191887675507,0.5264540337711069
1101,454,1127,0.6777875329236172,0.6777875329236172,0.6701785191688616,0.6701785191688616
1352,558,1405,0.6606198034769464,0.6597886260694514,0.6472663139329806,0.6464519375943634
1572,612,1565,0.6146878824969401,0.6149889786921381,0.6164014687882496,0.6167034043595395
3264,1149,3340,0.6036235662148071,0.5865737808739708,0.5937174139728885,0.5769474350854972
1194,505,1255,0.6590257879656161,0.658271322266743,0.6415472779369628,0.640812821980538
1437,566,1459,0.6688281611857342,0.6677456647398844,0.6637332098193608,0.6626589595375723
1397,499,1389,0.6579583938074504,0.6606752489676949,0.659893565553943,0.6626184114646587
1132,374,1132,0.5872069924513309,0.5662835249042145,0.5872069924513309,0.5662835249042145
1437,539,1515,0.6012213740458016,0.57809747504404,0.5774045801526717,0.5551967116852613
1548,667,1570,0.6583700440528635,0.6588053780030857,0.6535242290748898,0.653956358827419
1832,631,1866,0.6186172616357886,0.5991247264770241,0.6109353818346136,0.5916849015317287
1520,595,1569,0.665056007028333,0.6657871591908531,0.6542938721721941,0.6550131926121372
1309,450,1363,0.6264885274469939,0.622331217541835,0.6108045309323265,0.6067512983266012
1602,494,1591,0.5768025078369906,0.5581908439051296,0.5799373040752351,0.5612244897959183
1095,479,1204,0.6504396984924623,0.6541377132027796,0.6162060301507538,0.6197094125078964
1130,433,1133,0.6592298288508558,0.656221478551871,0.6583129584352079,0.6553087922117432
1178,424,1161,0.630201765447667,0.6292099464903997,0.6355611601513241,0.6345609065155807
767,342,799,0.6802864363942712,0.6780016792611251,0.6668070766638584,0.6645675902602854
1250,427,1287,0.6581828133552271,0.6580027359781122,0.6480569239189928,0.6478796169630643
1981,538,2003,0.5873251377702416,0.5831228956228957,0.582662144976685,0.578493265993266
1411,521,1433,0.6609802979336857,0.6609802979336857,0.6556943777030274,0.6556943777030274
1563,553,1608,0.5764499121265377,0.5573491928632116,0.5632688927943761,0.5446049277824979
1623,561,1605,0.633325597586447,0.6270680147058824,0.6375029009050824,0.6312040441176471
1299,503,1322,0.6466902751293926,0.6463381432071876,0.6404249523290656,0.640076231962973
1129,402,1117,0.6601089588377724,0.6589123867069486,0.6637409200968523,0.6625377643504532
1092,348,1088,0.6278118609406953,0.6278118609406953,0.6291751874573961,0.6291751874573961
1266,438,1260,0.6327499258380302,0.6275375110326566,0.6345298131118362,0.6293027360988526
1037,418,1093,0.6594367109096795,0.6626545217957059,0.6413078666235027,0.6444372153545869
1259,439,1272,0.6287069988137604,0.6274045575614087,0.6248517200474496,0.6235572654631548
1516,532,1519,0.6247443762781186,0.6171717171717171,0.6239775051124744,0.6164141414141414
1636,546,1653,0.5763085399449036,0.5611587982832618,0.571625344352617,0.556598712446352
1792,648,1815,0.618628359592215,0.5983863738233975,0.6132993512511585,0.5932317346481398
1596,607,1593,0.6317027281279398,0.6272769733769267,0.6324082784571966,0.6279775805698272
1586,573,1634,0.6382781763480676,0.6348987108655617,0.6271696366581809,0.6238489871086557
1612,593,1664,0.618623676612127,0.6146306478603872,0.606111645813282,0.6021993784365288
2438,857,2441,0.5973591549295775,0.5818898988166695,0.596830985915493,0.5813754073057794
